"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-28 15:00","2019","01","28","15:00","0.4","","-0.7","","93","","0.0","","31","","14","","","","100.83","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-28 16:00","2019","01","28","16:00","-1.0","","-3.5","","83","","0.0","","30","","11","","","","100.98","","","","-5","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-28 17:00","2019","01","28","17:00","-2.5","","-5.6","","79","","0.0","","33","","16","","","","101.06","","","","-8","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-28 18:00","2019","01","28","18:00","-3.7","","-7.8","","73","","0.0","","32","","19","","","","101.11","","","","-10","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-28 19:00","2019","01","28","19:00","-4.6","","-9.0","","71","","0.0","","32","","17","","","","101.24","","","","-10","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-28 20:00","2019","01","28","20:00","-5.4","","-9.9","","71","","0.0","","33","","12","","","","101.34","","","","-10","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-28 21:00","2019","01","28","21:00","-6.4","","-11.6","","66","","0.0","","34","","14","","","","101.43","","","","-12","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-28 22:00","2019","01","28","22:00","-7.0","","-12.6","","64","","0.0","","33","","9","","","","101.41","","","","-11","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-28 23:00","2019","01","28","23:00","-7.7","","-12.1","","71","","0.0","","33","","8","","","","101.48","","","","-12","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-29 00:00","2019","01","29","00:00","-8.3","","-12.6","","71","","0.0","","34","","9","","","","101.45","","","","-13","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-29 01:00","2019","01","29","01:00","-8.6","","-13.2","","70","","0.0","","35","","7","","","","101.49","","","","-12","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-29 02:00","2019","01","29","02:00","-8.7","","-12.7","","73","","0.0","","35","","10","","","","101.50","","","","-14","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-29 03:00","2019","01","29","03:00","-8.5","","-12.6","","72","","0.0","","36","","7","","","","101.50","","","","-12","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-29 04:00","2019","01","29","04:00","-8.5","","-13.3","","68","","0.0","","36","","11","","","","101.46","","","","-14","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-29 05:00","2019","01","29","05:00","-8.6","","-13.2","","69","","0.0","","36","","8","","","","101.48","","","","-13","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-29 06:00","2019","01","29","06:00","-8.4","","-12.9","","70","","0.0","","36","","7","","","","101.53","","","","-12","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-29 07:00","2019","01","29","07:00","-8.4","","-12.3","","74","","0.0","","36","","7","","","","101.55","","","","-12","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-29 08:00","2019","01","29","08:00","-8.4","","-12.8","","71","","0.0","","1","","8","","","","101.63","","","","-13","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-29 09:00","2019","01","29","09:00","-7.6","","-12.4","","68","","0.2","","36","","10","","","","101.63","","","","-12","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-29 10:00","2019","01","29","10:00","-5.5","","-11.0","","65","","0.0","","1","","10","","","","101.65","","","","-10","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-29 11:00","2019","01","29","11:00","-4.4","","-10.4","","63","","0.0","","1","","11","","","","101.71","","","","-9","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-29 12:00","2019","01","29","12:00","-3.5","","-9.9","","61","","0.0","","2","","10","","","","101.63","","","","-7","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-29 13:00","2019","01","29","13:00","-2.8","","-10.9","","54","","0.0","","2","","10","","","","101.63","","","","-7","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-29 14:00","2019","01","29","14:00","-2.1","","-11.1","","50","","0.0","","6","","9","","","","101.62","","","","-6","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-29 15:00","2019","01","29","15:00","-2.0","","-10.1","","54","","0.0","","7","","8","","","","101.69","","","","-5","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-29 16:00","2019","01","29","16:00","-2.4","","-10.6","","54","","0.0","","36","","8","","","","101.79","","","","-6","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-29 17:00","2019","01","29","17:00","-4.6","","-10.0","","66","","0.0","","6","","10","","","","101.83","","","","-9","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-29 18:00","2019","01","29","18:00","-5.8","","-9.9","","73","","0.0","","4","","10","","","","101.81","","","","-10","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-29 19:00","2019","01","29","19:00","-6.3","","-9.6","","77","","0.0","","4","","7","","","","101.86","","","","-10","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-29 20:00","2019","01","29","20:00","-6.6","","-9.7","","78","","0.0","","3","","8","","","","101.93","","","","-10","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-29 21:00","2019","01","29","21:00","-6.6","","-9.5","","80","","0.0","","3","","6","","","","101.97","","","","-10","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-29 22:00","2019","01","29","22:00","-6.7","","-9.3","","82","","0.0","","3","","6","","","","101.94","","","","-10","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-29 23:00","2019","01","29","23:00","-6.7","","-9.1","","83","","0.0","","3","","5","","","","101.91","","","","-9","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-30 00:00","2019","01","30","00:00","-6.1","","-8.7","","82","","0.0","","4","","7","","","","101.86","","","","-9","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-30 01:00","2019","01","30","01:00","-5.6","","-8.4","","81","","0.0","","4","","8","","","","101.80","","","","-9","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-30 02:00","2019","01","30","02:00","-5.1","","-7.7","","82","","0.0","","6","","8","","","","101.86","","","","-9","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-30 03:00","2019","01","30","03:00","-4.8","","-7.7","","80","","0.0","","5","","10","","","","101.87","","","","-9","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-30 04:00","2019","01","30","04:00","-4.7","","-7.3","","82","","0.0","","5","","8","","","","101.81","","","","-8","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-30 05:00","2019","01","30","05:00","-4.5","","-7.2","","81","","0.0","","4","","9","","","","101.72","","","","-8","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-30 06:00","2019","01","30","06:00","-4.0","","-7.0","","80","","0.0","","5","","11","","","","101.61","","","","-8","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-30 07:00","2019","01","30","07:00","-4.0","","-6.7","","81","","0.0","","4","","9","","","","101.58","","","","-8","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-30 08:00","2019","01","30","08:00","-3.2","","-6.3","","80","","0.0","","5","","11","","","","101.54","","","","-7","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-30 09:00","2019","01","30","09:00","-2.3","","-5.2","","80","","0.0","","5","","8","","","","101.47","","","","-5","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-30 10:00","2019","01","30","10:00","-0.6","","-4.1","","77","","0.0","","6","","9","","","","101.43","","","","-4","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-30 11:00","2019","01","30","11:00","0.6","","-3.8","","72","","0.0","","11","","22","","","","101.32","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-30 12:00","2019","01","30","12:00","0.6","","-3.0","","77","","0.0","","11","","26","","","","101.16","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-30 13:00","2019","01","30","13:00","0.8","","-2.6","","78","","0.0","","11","","25","","","","100.96","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-30 14:00","2019","01","30","14:00","0.3","","-2.6","","81","","0.0","","10","","20","","","","100.85","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-30 15:00","2019","01","30","15:00","0.4","","-1.9","","85","","0.0","","11","","19","","","","100.92","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-30 16:00","2019","01","30","16:00","0.4","","-1.5","","87","","0.0","","9","","14","","","","100.84","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-30 17:00","2019","01","30","17:00","0.2","","-0.9","","92","","0.0","","9","","15","","","","100.66","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-30 18:00","2019","01","30","18:00","0.4","","-0.5","","94","","0.0","","9","","22","","","","100.46","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-30 19:00","2019","01","30","19:00","0.5","","-0.2","","95","","1.0","","5","","12","","","","100.42","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-30 20:00","2019","01","30","20:00","0.7","","0.2","","96","","1.1","","6","","10","","","","100.35","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-30 21:00","2019","01","30","21:00","1.1","","0.5","","96","","0.7","","6","","9","","","","100.26","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-30 22:00","2019","01","30","22:00","1.8","","1.3","","97","","0.2","","5","","5","","","","100.22","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-30 23:00","2019","01","30","23:00","2.7","","2.4","","98","","0.0","","27","","6","","","","100.18","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-31 00:00","2019","01","31","00:00","1.6","","0.8","","94","","0.0","","22","","24","","","","100.24","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-31 01:00","2019","01","31","01:00","0.6","","-2.1","","82","","0.0","","29","","17","","","","100.41","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-31 02:00","2019","01","31","02:00","0.0","","-4.1","","74","","0.0","","26","","16","","","","100.51","","","","-5","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-31 03:00","2019","01","31","03:00","-0.6","","-4.5","","75","","0.0","","27","","12","","","","100.57","","","","-5","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-31 04:00","2019","01","31","04:00","-1.6","","-5.3","","76","","0.0","","28","","7","","","","100.57","","","","-4","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-31 05:00","2019","01","31","05:00","-2.3","","-5.6","","78","","0.0","","26","","3","","","","100.59","","","","-3","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-31 06:00","2019","01","31","06:00","-1.5","","-4.7","","79","","0.2","","18","","22","","","","100.53","","","","-7","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-31 07:00","2019","01","31","07:00","-1.6","","-6.2","","71","","0.0","","19","","12","","","","100.46","","","","-6","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-31 08:00","2019","01","31","08:00","-0.6","","-4.7","","73","","0.0","","16","","41","","","","100.36","","","","-8","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-31 09:00","2019","01","31","09:00","0.6","","-4.7","","67","","0.0","","21","","49","","","","100.33","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-31 10:00","2019","01","31","10:00","0.1","","-6.2","","63","","0.0","","21","","51","","","","100.36","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-31 11:00","2019","01","31","11:00","-3.2","","-7.8","","71","","0.0","","27","","26","","","","100.44","","","","-10","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-31 12:00","2019","01","31","12:00","-5.7","","-12.1","","61","","0.0","","28","","27","","","","100.59","","","","-14","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-31 13:00","2019","01","31","13:00","-6.0","","-15.3","","48","","0.0","","28","","24","","","","100.68","","","","-13","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-31 14:00","2019","01","31","14:00","-7.4","","-15.1","","54","","0.0","","28","","21","","","","100.74","","","","-15","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-31 15:00","2019","01","31","15:00","-7.7","","-15.3","","54","","0.0","","30","","19","","","","100.80","","","","-15","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-31 16:00","2019","01","31","16:00","-9.2","","-12.7","","76","","0.0","","29","","19","","","","100.89","","","","-17","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-31 17:00","2019","01","31","17:00","-9.3","","-13.0","","74","","0.0","","29","","12","","","","100.92","","","","-15","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-31 18:00","2019","01","31","18:00","-9.1","","-16.5","","55","","0.0","","27","","14","","","","100.96","","","","-15","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-31 19:00","2019","01","31","19:00","-8.9","","-18.0","","48","","0.0","","23","","36","","","","101.04","","","","-19","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-31 20:00","2019","01","31","20:00","-8.8","","-17.3","","50","","0.0","","22","","36","","","","101.06","","","","-19","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-31 21:00","2019","01","31","21:00","-8.9","","-17.8","","49","","0.0","","23","","31","","","","101.08","","","","-18","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-31 22:00","2019","01","31","22:00","-9.6","","-17.2","","54","","0.0","","25","","32","","","","101.12","","","","-19","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-31 23:00","2019","01","31","23:00","-11.2","","-13.9","","80","","0.2","","29","","21","","","","101.21","","","","-20","","NA"
