"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-18 01:00","2019","01","18","01:00","-12.3","","-15.8","","75","","0.0","","22","","10","","","","102.40","","","","-18","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-18 02:00","2019","01","18","02:00","-13.5","","-17.0","","75","","0.0","","27","","8","","","","102.42","","","","-19","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-18 03:00","2019","01","18","03:00","-13.3","","-16.7","","76","","0.0","","29","","11","","","","102.46","","","","-20","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-18 04:00","2019","01","18","04:00","-13.0","","-16.7","","74","","0.0","","28","","7","","","","102.50","","","","-18","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-18 05:00","2019","01","18","05:00","-13.2","","-16.6","","76","","0.0","","27","","4","","","","102.51","","","","-16","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-18 06:00","2019","01","18","06:00","-13.3","","-16.4","","77","","0.0","","29","","8","","","","102.52","","","","-18","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-18 07:00","2019","01","18","07:00","-13.2","","-16.7","","75","","0.0","","33","","2","","","","102.55","","","","-15","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-18 08:00","2019","01","18","08:00","-14.8","","-18.3","","75","","0.0","","34","","3","","","","102.53","","","","-17","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-18 09:00","2019","01","18","09:00","-13.4","","-16.6","","77","","0.0","","34","","6","","","","102.53","","","","-17","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-18 10:00","2019","01","18","10:00","-10.6","","-15.1","","70","","0.0","","5","","3","","","","102.58","","","","-12","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-18 11:00","2019","01","18","11:00","-9.1","","-13.3","","72","","0.0","","10","","5","","","","102.52","","","","-12","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-18 12:00","2019","01","18","12:00","-8.1","","-13.6","","65","","0.0","","16","","11","","","","102.40","","","","-13","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-18 13:00","2019","01","18","13:00","-7.1","","-12.5","","65","","0.0","","17","","13","","","","102.35","","","","-13","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-18 14:00","2019","01","18","14:00","-6.3","","-12.0","","64","","0.0","","16","","13","","","","102.32","","","","-12","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-18 15:00","2019","01","18","15:00","-5.2","","-11.0","","63","","0.0","","16","","12","","","","102.22","","","","-10","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-18 16:00","2019","01","18","16:00","-5.0","","-9.8","","69","","0.0","","15","","19","","","","102.14","","","","-11","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-18 17:00","2019","01","18","17:00","-5.0","","-9.1","","73","","0.0","","12","","15","","","","102.00","","","","-11","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-18 18:00","2019","01","18","18:00","-5.1","","-9.3","","72","","0.0","","11","","12","","","","101.91","","","","-10","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-18 19:00","2019","01","18","19:00","-4.4","","-8.6","","72","","0.0","","12","","12","","","","101.84","","","","-9","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-18 20:00","2019","01","18","20:00","-3.7","","-7.6","","74","","0.0","","10","","6","","","","101.75","","","","-6","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-18 21:00","2019","01","18","21:00","-3.4","","-6.6","","79","","0.0","","9","","9","","","","101.64","","","","-7","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-18 22:00","2019","01","18","22:00","-2.9","","-5.3","","83","","0.0","","6","","5","","","","101.56","","","","-5","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-18 23:00","2019","01","18","23:00","-2.5","","-3.8","","91","","0.0","","6","","7","","","","101.43","","","","-5","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-19 00:00","2019","01","19","00:00","-2.5","","-3.3","","94","","0.0","","3","","6","","","","101.30","","","","-5","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-19 01:00","2019","01","19","01:00","-2.1","","-2.8","","95","","0.2","","3","","6","","","","101.17","","","","-4","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-19 02:00","2019","01","19","02:00","-2.2","","-2.9","","95","","0.0","","34","","6","","","","101.12","","","","-5","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-19 03:00","2019","01","19","03:00","-2.0","","-2.6","","95","","0.0","","35","","4","","","","101.07","","","","-3","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-19 04:00","2019","01","19","04:00","-1.7","","-2.3","","96","","0.0","","25","","5","","","","101.02","","","","-4","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-19 05:00","2019","01","19","05:00","-1.5","","-2.0","","97","","0.0","","22","","9","","","","100.96","","","","-5","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-19 06:00","2019","01","19","06:00","-2.0","","-2.7","","95","","0.0","","24","","9","","","","100.97","","","","-5","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-19 07:00","2019","01","19","07:00","-1.2","","-2.1","","94","","0.2","","28","","13","","","","101.05","","","","-5","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-19 08:00","2019","01","19","08:00","-1.7","","-5.4","","76","","0.0","","30","","21","","","","101.15","","","","-8","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-19 09:00","2019","01","19","09:00","-4.3","","-8.0","","75","","0.0","","31","","21","","","","101.34","","","","-11","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-19 10:00","2019","01","19","10:00","-6.1","","-11.4","","66","","0.0","","32","","27","","","","101.48","","","","-14","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-19 11:00","2019","01","19","11:00","-6.4","","-12.8","","61","","0.0","","31","","18","","","","101.60","","","","-13","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-19 12:00","2019","01","19","12:00","-7.3","","-15.1","","54","","0.0","","33","","14","","","","101.68","","","","-13","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-19 13:00","2019","01","19","13:00","-8.0","","-15.4","","55","","0.0","","30","","20","","","","101.70","","","","-15","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-19 14:00","2019","01","19","14:00","-7.5","","-14.4","","58","","0.0","","32","","13","","","","101.80","","","","-13","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-19 15:00","2019","01","19","15:00","-7.5","","-14.3","","58","","0.0","","33","","11","","","","101.89","","","","-13","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-19 16:00","2019","01","19","16:00","-9.2","","-14.9","","63","","0.0","","33","","12","","","","102.07","","","","-15","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-19 17:00","2019","01","19","17:00","-10.0","","-14.7","","68","","0.0","","30","","8","","","","102.13","","","","-14","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-19 18:00","2019","01","19","18:00","-10.2","","-15.3","","66","","0.0","","30","","8","","","","102.17","","","","-15","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-19 19:00","2019","01","19","19:00","-10.0","","-14.9","","67","","0.0","","32","","10","","","","102.30","","","","-15","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-19 20:00","2019","01","19","20:00","-10.1","","-14.8","","68","","0.0","","33","","9","","","","102.38","","","","-15","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-19 21:00","2019","01","19","21:00","-10.1","","-15.1","","67","","0.0","","33","","9","","","","102.47","","","","-15","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-19 22:00","2019","01","19","22:00","-10.0","","-15.1","","66","","0.0","","32","","8","","","","102.54","","","","-14","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-19 23:00","2019","01","19","23:00","-10.2","","-14.9","","68","","0.0","","34","","5","","","","102.54","","","","-13","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-20 00:00","2019","01","20","00:00","-10.1","","-14.9","","68","","0.0","","0","","1","","","","102.57","","","","-11","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-20 01:00","2019","01","20","01:00","-10.3","","-14.9","","69","","0.0","","3","","4","","","","102.60","","","","-13","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-20 02:00","2019","01","20","02:00","-10.3","","-14.5","","71","","0.0","","36","","3","","","","102.63","","","","-12","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-20 03:00","2019","01","20","03:00","-10.2","","-14.7","","70","","0.0","","35","","4","","","","102.64","","","","-13","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-20 04:00","2019","01","20","04:00","-10.2","","-14.9","","68","","0.0","","1","","5","","","","102.64","","","","-13","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-20 05:00","2019","01","20","05:00","-10.0","","-14.8","","68","","0.0","","1","","6","","","","102.56","","","","-14","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-20 06:00","2019","01","20","06:00","-9.8","","-14.2","","70","","0.0","","4","","6","","","","102.59","","","","-13","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-20 07:00","2019","01","20","07:00","-9.7","","-13.9","","71","","0.0","","3","","8","","","","102.53","","","","-14","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-20 08:00","2019","01","20","08:00","-8.7","","-12.6","","73","","0.0","","6","","9","","","","102.54","","","","-13","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-20 09:00","2019","01","20","09:00","-7.8","","-11.4","","75","","0.0","","5","","10","","","","102.49","","","","-13","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-20 10:00","2019","01","20","10:00","-6.6","","-10.7","","72","","0.0","","6","","15","","","","102.44","","","","-13","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-20 11:00","2019","01","20","11:00","-6.5","","-9.4","","80","","0.0","","6","","16","","","","102.21","","","","-13","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-20 12:00","2019","01","20","12:00","-5.3","","-7.6","","84","","0.3","","7","","20","","","","101.97","","","","-12","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-20 13:00","2019","01","20","13:00","-4.5","","-6.2","","88","","0.3","","7","","19","","","","101.73","","","","-11","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-20 14:00","2019","01","20","14:00","-4.3","","-5.3","","92","","1.1","","5","","16","","","","101.53","","","","-10","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-20 15:00","2019","01","20","15:00","-3.0","","-3.8","","94","","2.7","","5","","16","","","","101.33","","","","-8","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-20 16:00","2019","01","20","16:00","-1.5","","-2.2","","95","","1.3","","7","","17","","","","101.14","","","","-7","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-20 17:00","2019","01","20","17:00","0.5","","-0.5","","93","","0.7","","11","","30","","","","100.86","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-20 18:00","2019","01","20","18:00","1.6","","0.9","","95","","1.1","","12","","42","","","","100.55","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-20 19:00","2019","01","20","19:00","4.2","","3.8","","97","","1.3","","14","","58","","","","100.33","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-20 20:00","2019","01","20","20:00","5.3","","4.8","","97","","1.9","","15","","56","","","","100.13","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-20 21:00","2019","01","20","21:00","6.8","","6.3","","97","","1.2","","15","","65","","","","99.95","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-20 22:00","2019","01","20","22:00","6.7","","6.3","","97","","0.6","","15","","64","","","","99.78","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-20 23:00","2019","01","20","23:00","8.3","","7.8","","97","","0.0","","16","","67","","","","99.59","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-21 00:00","2019","01","21","00:00","8.3","","7.8","","96","","0.7","","16","","69","","","","99.38","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-21 01:00","2019","01","21","01:00","7.7","","7.1","","96","","0.8","","16","","71","","","","99.08","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-21 02:00","2019","01","21","02:00","8.5","","8.1","","98","","4.4","","16","","73","","","","98.94","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-21 03:00","2019","01","21","03:00","8.9","","8.6","","98","","1.6","","16","","73","","","","98.77","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-21 04:00","2019","01","21","04:00","8.4","","8.0","","98","","2.1","","16","","73","","","","98.66","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-21 05:00","2019","01","21","05:00","8.2","","7.7","","97","","1.0","","17","","66","","","","98.72","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-21 06:00","2019","01","21","06:00","7.3","","7.0","","98","","0.6","","17","","41","","","","98.76","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-21 07:00","2019","01","21","07:00","6.9","","6.6","","98","","1.2","","18","","22","","","","98.71","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-21 08:00","2019","01","21","08:00","6.3","","6.1","","98","","1.8","","18","","31","","","","98.76","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-21 09:00","2019","01","21","09:00","6.5","","6.3","","98","","1.3","","18","","29","","","","98.72","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-21 10:00","2019","01","21","10:00","5.3","","5.0","","98","","0.0","","20","","25","","","","98.84","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-21 11:00","2019","01","21","11:00","4.7","","4.3","","98","","0.0","","21","","24","","","","98.87","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-21 12:00","2019","01","21","12:00","2.2","","1.4","","95","","0.0","","19","","36","","","","98.85","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-21 13:00","2019","01","21","13:00","1.0","","0.1","","94","","0.0","","21","","29","","","","98.94","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-21 14:00","2019","01","21","14:00","0.4","","-0.7","","93","","0.0","","21","","30","","","","98.98","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-21 15:00","2019","01","21","15:00","0.2","","-0.7","","94","","0.0","","21","","27","","","","99.02","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-21 16:00","2019","01","21","16:00","-0.1","","-0.9","","95","","0.0","","27","","13","","","","99.15","","","","-4","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-21 17:00","2019","01","21","17:00","-0.9","","-2.4","","90","","0.0","","29","","15","","","","99.24","","","","-6","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-21 18:00","2019","01","21","18:00","-1.5","","-3.7","","85","","0.0","","29","","12","","","","99.39","","","","-6","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-21 19:00","2019","01","21","19:00","-2.0","","-4.0","","86","","0.0","","28","","9","","","","99.46","","","","-5","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-21 20:00","2019","01","21","20:00","-2.7","","-4.4","","88","","0.0","","29","","13","","","","99.55","","","","-7","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-21 21:00","2019","01","21","21:00","-3.3","","-5.3","","86","","0.0","","31","","14","","","","99.46","","","","-8","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-21 22:00","2019","01","21","22:00","-3.4","","-5.6","","85","","0.0","","31","","12","","","","99.50","","","","-8","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-21 23:00","2019","01","21","23:00","-3.7","","-6.1","","84","","0.0","","30","","5","","","","99.59","","","","-6","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-22 00:00","2019","01","22","00:00","-3.8","","-6.3","","83","","0.0","","1","","1","","","","99.62","","","","-4","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-22 01:00","2019","01","22","01:00","-3.8","","-5.9","","85","","0.0","","32","","4","","","","99.70","","","","-5","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-22 02:00","2019","01","22","02:00","-4.4","","-6.0","","89","","0.0","","34","","3","","","","99.63","","","","-6","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-22 03:00","2019","01","22","03:00","-4.7","","-5.8","","92","","0.0","","32","","4","","","","99.65","","","","-6","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-22 04:00","2019","01","22","04:00","-4.1","","-5.8","","88","","0.0","","31","","1","","","","99.65","","","","-5","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-22 05:00","2019","01","22","05:00","-3.9","","-5.5","","89","","0.0","","29","","7","","","","99.67","","","","-7","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-22 06:00","2019","01","22","06:00","-4.7","","-7.5","","81","","0.0","","27","","9","","","","99.77","","","","-9","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-22 07:00","2019","01","22","07:00","-5.0","","-8.5","","76","","0.0","","29","","11","","","","99.82","","","","-10","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-22 08:00","2019","01","22","08:00","-5.8","","-8.3","","82","","0.3","","26","","12","","","","99.90","","","","-11","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-22 09:00","2019","01","22","09:00","-6.6","","-10.6","","73","","0.0","","29","","16","","","","99.99","","","","-13","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-22 10:00","2019","01","22","10:00","-6.6","","-10.2","","76","","0.0","","29","","13","","","","100.08","","","","-12","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-22 11:00","2019","01","22","11:00","-6.8","","-11.6","","69","","0.0","","28","","19","","","","100.16","","","","-14","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-22 12:00","2019","01","22","12:00","-6.9","","-12.4","","65","","0.0","","29","","17","","","","100.19","","","","-13","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-22 13:00","2019","01","22","13:00","-6.9","","-12.7","","64","","0.0","","30","","18","","","","100.22","","","","-14","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-22 14:00","2019","01","22","14:00","-7.6","","-12.8","","66","","0.0","","29","","13","","","","100.29","","","","-13","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-22 15:00","2019","01","22","15:00","-8.4","","-14.2","","63","","0.0","","30","","22","","","","100.45","","","","-16","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-22 16:00","2019","01","22","16:00","-9.1","","-14.5","","65","","0.0","","29","","17","","","","100.62","","","","-16","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-22 17:00","2019","01","22","17:00","-9.7","","-14.1","","70","","0.0","","29","","13","","","","100.68","","","","-16","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-22 18:00","2019","01","22","18:00","-9.4","","-13.1","","74","","0.0","","28","","12","","","","100.73","","","","-15","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-22 19:00","2019","01","22","19:00","-8.6","","-12.2","","75","","0.0","","28","","15","","","","100.80","","","","-15","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-22 20:00","2019","01","22","20:00","-7.9","","-11.3","","77","","0.0","","27","","25","","","","100.78","","","","-16","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-22 21:00","2019","01","22","21:00","-7.6","","-9.2","","88","","0.3","","27","","20","","","","100.82","","","","-15","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-22 22:00","2019","01","22","22:00","-6.1","","-10.0","","74","","0.3","","31","","19","","","","100.92","","","","-13","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-22 23:00","2019","01","22","23:00","-6.0","","-9.9","","74","","0.0","","31","","18","","","","101.05","","","","-12","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-23 00:00","2019","01","23","00:00","-6.2","","-11.1","","68","","0.3","","33","","26","","","","101.23","","","","-14","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-23 01:00","2019","01","23","01:00","-6.6","","-12.0","","65","","0.0","","33","","14","","","","101.41","","","","-12","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-23 02:00","2019","01","23","02:00","-6.1","","-11.1","","68","","0.0","","33","","16","","","","101.53","","","","-12","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-23 03:00","2019","01","23","03:00","-4.8","","-9.8","","68","","0.0","","30","","9","","","","101.63","","","","-9","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-23 04:00","2019","01","23","04:00","-4.6","","-8.9","","72","","0.0","","31","","25","","","","101.69","","","","-12","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-23 05:00","2019","01","23","05:00","-4.3","","-8.4","","73","","0.0","","30","","22","","","","101.77","","","","-11","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-23 06:00","2019","01","23","06:00","-4.4","","-8.1","","75","","0.0","","31","","14","","","","101.93","","","","-10","","NA"
